IMPORTER NAME,IMPORTER ADDRESS,COUNTRY,HS CODE,PRODUCT DESCRIPTION,PRODUCT,MAPPED COMMODITY,PRICE 
ASIAN PAINTS LIMITED,ASIAN PAINTS LTD 6A SHANTINAGAR SANTACRUZ EAST MUMBAI MAHARASHTRA PIN 400055 ,India,74182010,RAIL CM 45 FINISH 57 000RL45CFN ACCESSORIES RAIL CM 45 FINISH 57 ,RAIL CM 45,RAIL CM,Negotiable
LARSEN AND TOUBRO LIMITED,LARSEN TOUBRO LIMITED L T HOUSE N M MARG BALLARD ESTATE MUMBAIMAHARASHTRA PIN 400001 ,India,74198090,RSES 525D 01 DEAD BREAK ELBOW CONNECTOR FOR 24KV TYPE A BUSHING UPTO 250 AS PER IEC SOLDERLESS EARTH CONNECTOR KIT FOR CRSES 525D 01 DEAD BREAK ELBOW CONNECTOR FOR 24KV TYPE A BUSH,RSES 525D 01,RSES 525D,Negotiable
HAFELE INDIA PRIVATE LIMITED,HAFELE INDIA PVT LTD OFFICE NO 3 BLDG A BETA 1 THINK TECHNO CAMPUS KANJURMARG E MUMBAI MAHARASHTRA PIN 400042 ,India,74198090,NOZZLE N1A 151 861811 NOZZLE N1A 151 861811,NOZZLE N1A 151,NOZZLE N1A,Negotiable
MAHADHAN AGRITECH LIMITED,SMARTCHEM TECHNOLOGIES LTD 402PARADISE PARADISE COMPLEX SAYAJIGANJBARODA GUJARAT PIN 390005 ,India,74153990,ACE1233C 1200058989 SEAL BAR SEAL CI CONVEYOR SPARE PARTS 4 PCS ACE1233C 1200058989 SEAL BAR SEAL CI CONVEYOR SPARE PARTS,ACE1233C 1200058989 SEAL,ACE1233C 1200058989,Negotiable
GE OIL GAS INDIA PRIVATE LIMITED,DRESSER VALVE INDIA PVT LTD S F NO 608CHETTIPALAYAM ROAD P O ECHNARICOIMBATORE TAMILNADU PIN 641021 ,India,74198090,7506230 COPPER FILTERS 0 3 0 5 1 1 5 2 2 5 3 4 5 7506230 COPPER FILTERS 0 3 0 5 1 1 5 2 2 5 3 4 5,7506230 COPPER FILTERS,7506230 COPPER,Negotiable
LORCH WELDING PRODUCTS PRIVATE LIMITED,LORCH WELDING PRODUCTS PRIVATE LIMITED GARG HOUSE 3RD FLOOR 11A 1D EAST TOPSIA ROAD P S TILJALA KOLKATA W B PIN 700046 ,India,74122090,612 6010 0 QUICK DISCONNECTOR BLUE 612 6010 0 QUICK DISCONNECTOR BLUE,612 6010 0,612 6010,Negotiable
PANBASE RESOURCES PRIVATE LIMITED,PANBASE RESOURCES PRIVATE LIMITED 1207 12TH FLOORMAYURESH CHAMBERSSECTOR 11 CBD BELAPUR NAVI MUMBAI MAHARASHTRA PIN 400614 ,India,74099000,NI S304 C102 S304 NI 0 0197 7 559 0 50 MM 192 MM ANNEALED 18 5 63 18 5 SIGMACLAD R 60 ITEM NO A039622196 NI S304 C102 S304 NI 0 0197 7 559 0 50 MM 192 MM ANNEALED 18,NI S304 C102,NI S304,Negotiable
PHILIPS INDIA LIMITED,PHILIPS INDIA LTD 7 JUSTICE CHANDRA MADHAB ROAD KOLKATA WEST BENGAL PIN 700020 ,India,74153990,261100005034 KRAAGLAGER BP25 C12 15X20 FOR C ARM IMAGE INTENSIFIER SYSTEM 261100005034 KRAAGLAGER BP25 C12 15X20 FOR C ARM IMAGE INTE,261100005034 KRAAGLAGER BP25,261100005034 KRAAGLAGER,Negotiable
SIEMENS LIMITED,SIEMENS LTD 130 PANDURANG BUDHKAR MARG WORLI MUMBAI MAHARASHTRA PIN 400018 ,India,74198090,HOUSING GAS PIPE 8DA BB L2 RIGHT 0086114153 HOUSING GAS PIPE 8DA BB L2 RIGHT 0086114153,HOUSING GAS PIPE,HOUSING GAS,Negotiable
RIVAAN TECHNOLOGIES PRIVATE LIMITED,RIVAAN TECHNOLOGIES PRIVATE LIMITED Address SHIVAJI HOUSING CO OP SO LTD S PLOT NO 18 S B ROAD SHIVAJI NAGAR,India,74122090,FIL RACCOGL ART 3108 2 ARIN 3108050000 IMPURITIES COLLECTOR FILTER 2 FIL RACCOGL ART 3108 2 ARIN 3108050000 IMPURITIES CO,FIL RACCOGL ART,FIL RACCOGL,Negotiable
DELTA FAUCET COMPANY INDIA PRIVATE LIMITED,DELTA FAUCET COMPANY INDIA PRIVATE LIMITED NO 2 FRONTLINE GRANDEUR 14 WALTON ROAD BANGALORE PIN 560001 ,India,74182010,RP61058PN SHOWER ARM CEILING MOUNT BATHROOM FITTING RP61058PN SHOWER ARM CEILING MOUNT BATHROOM FITTING ,RP61058PN SHOWER ARM,RP61058PN SHOWER,Negotiable
ASIAN PAINTS LIMITED,ASIAN PAINTS LTD 6A SHANTINAGAR SANTACRUZ EAST MUMBAI MAHARASHTRA PIN 400055 ,India,74182010,EQUILIB STRIPE HOOK MATT GOLD 18 000EQDC13FN EQUILIB STRIPE HOOK MATT GOLD 18 ,EQUILIB STRIPE HOOK,EQUILIB STRIPE,Negotiable
BAUER KOMPRESSOREN INDIA PRIVATE LIMITED,BAUER KOMPRESSOREN INDIA PRIVATE LIMITED PLOT NO A 71 amp A 72 PART H BLOCKMIDCPIMPRI PUNE MAH PIN 411018 ,India,74152900,COMPRESSOR SPARE PARTS N842 GASKET COMPRESSOR SPARE PARTS ,COMPRESSOR SPARE PARTS,COMPRESSOR SPARE,Negotiable
HANSGROHE INDIA PRIVATE LIMITED,HANSGROHE INDIA PRIVATE LIMITED OFICE NO 601 604 6TH FLR LUNKAD SKYSTATION VIMAN NAGAR PUNE MAH PIN 411014 ,India,74182020,40916000 AX HG MOUNTING SET AXOR 40916000 AX HG MOUNTING SET AXOR,40916000 AX HG,40916000 AX,Negotiable
HAL OFFSHORE LIMITED,HAL OFFSHORE LTD 25 BAZAR LANE BENGALIMARKET NEW DELHI PIN 0 ,India,74122019,4SC4 B STRAIGHT 1 4 A LOCK X 1 4 A LOCK BRASS 85 EACH SHIPS SPARE IN TRANSIT MV DSV SEAMEC ANANT SHIPS SPARE IN TRANSIT,4SC4 B STRAIGHT,4SC4 B,Negotiable
SPECTRALYTIC SCIENTIFIC INDIA PRIVATE LIMITED,SPECTRALYTIC SCIENTIFIC INDIA PRIVATE LIMITEDUnit 5B 8th Floor G Corp Tech Park Sector 6 Ghodbunder road Village Kasarvadavali Thane West MUMBAI,India,74122090,1 8 CROSS UNION PKG 1 OTHER OF COPPER ZINC BASE ALLOYS BRASS N9301259 1 8 CROSS UNION PKG 1 OTHER OF COPPER ZINC BASE ALLOYS,1 8 CROSS,1 8,Negotiable
LARSEN AND TOUBRO LIMITED,LARSEN TOUBRO LIMITED L T HOUSE N M MARG BALLARD ESTATE MUMBAIMAHARASHTRA PIN 400001 ,India,74122090,3110376 CAPILLARY BRAZING ELBOW 90 OD 57 MM X 2 5 MM WT UNS7060X3110376 CAPILLARY BRAZING ELBOW 90 OD 57 MM X 2 5 MM WT UNS,3110376 CAPILLARY BRAZING,3110376 CAPILLARY,Negotiable
DELTA FAUCET COMPANY INDIA PRIVATE LIMITED,DELTA FAUCET COMPANY INDIA PRIVATE LIMITED NO 2 FRONTLINE GRANDEUR 14 WALTON ROAD BANGALORE PIN 560001 ,India,74182010,RP62605GL VIRAGE DIVERTER TUB SPOUT BATHROOM FITTING RP62605GL VIRAGE DIVERTER TUB SPOUT BATHROOM FITTING ,RP62605GL VIRAGE DIVERTER,RP62605GL VIRAGE,Negotiable
TAIYO NIPPON SANSO INDIA PRIVATE LIMITED,MATHESON K AIR INDIA PVT LTD GAT NO 245679 1 KHARABWADI CHAKAN PUNE MAH PIN 410501 ,India,74198090,1 2 VENT VALVE FOR CMSH DEWAR 1 2 VENT VALVE FOR CMSH DEWAR 10 PCS ,1 2 VENT,1 2,Negotiable
KERB KONUS FASTNERS PRIVATE LIMITED,KERB KONUS FASTENERS PRIVATE LTD 6 1ST SUMEET PLAZA E 30 31MARKET YARD PUNE PIN 411037 ,India,74153990,INSERTS MADE OF BRASS 308 000 080 800 INSERTS MADE OF BRASS 308 000 080 800,INSERTS MADE OF,INSERTS MADE,Negotiable
KOHLER INDIA CORPORATION PRIVATE LIMITED,KOHLER INDIA CORPORATION PVT LTD 138 6 6TH A CROSS RMV EXTENSION SADASHIVANAGARBANGALORE KARNATAKA PIN 560080 ,India,74153390,1093949 NUT 1093949 NUT,1093949 NUT 1093949,1093949 NUT,Negotiable
YAMAZAKI MAZAK MACHINE TOOLS PRIVATE LIMITED,YAMAZAKI MAZAK MACHINE TOOLS PRIVATE LIMITEDPlot No 115 116 B U Bhandari Industrial Estate Sanaswadi Tal Shirur Pune,India,74122090,EA000000 H12LA003041 ALBOW ADAPTER EA4 19 PARTS FOR CNC MAZAK MACHINERY EA000000 H12LA003041 ALBOW ADAPTER EA4 19 PARTS FOR CNC MAZ,EA000000 H12LA003041 ALBOW,EA000000 H12LA003041,Negotiable
SANDVIK MINING AND ROCK TECHNOLOGY INDIA PRIVATE L,SANDVIK MINING AND ROCK TECHNOLOGY INDIAPRIVATE LI Address C O SANDVIK ASIA PRIVATE LIMITED MUMBAI PUNE ROAD DAPODI,India,74122019,85176769 BRASS CONE 404 23034 1 MINING AND TUNNELING MACHINARY PARTS 85176769 BRASS CONE 404 23034 1 MINING AND TUNNELING MACHIN,85176769 BRASS CONE,85176769 BRASS,Negotiable
KOHLER INDIA CORPORATION PRIVATE LIMITED,KOHLER INDIA CORPORATION PVT LTD 138 6 6TH A CROSS RMV EXTENSION SADASHIVANAGARBANGALORE KARNATAKA PIN 560080 ,India,74182020,21694 LIFT TOGGLE ASSY 21694 LIFT TOGGLE ASSY,21694 LIFT TOGGLE,21694 LIFT,Negotiable
LARSEN AND TOUBRO LIMITED,LARSEN TOUBRO LIMITED L T HOUSE N M MARG BALLARD ESTATE MUMBAIMAHARASHTRA PIN 400001 ,India,74198090,PXL95 12 COMPRESSION CABLE LUGS WITH SINGLE HOLE TINNED COPPER 95MM HOLE DIA STUD SIZE M12PXL95 12 COMPRESSION CABLE LUGS WITH SINGLE HOLE TINNED COPP,PXL95 12 COMPRESSION,PXL95 12,Negotiable
TINITA ENGINEERING PRIVATE LIMITED,TINITA ENGINEERING PVT LTD R 266 RABALE MIDC T T C INDL AREA NAVI MUMBAI MAHARASHTRA PIN 400701 ,India,74099000,COPPER ALLOY TUBESHEET SB 171 C63000 SIZE OD MM 200 THKMM 35 COPPER ALLOY TUBESHEET SB 171 C63000 SIZE OD MM 200 THK,COPPER ALLOY TUBESHEET,COPPER ALLOY,Negotiable
HANSGROHE INDIA PRIVATE LIMITED,HANSGROHE INDIA PRIVATE LIMITED OFICE NO 601 604 6TH FLR LUNKAD SKYSTATION VIMAN NAGAR PUNE MAH PIN 411014 ,India,74182020,93108000 HG COVER SHOWER HOLDER RAINSELECT CHROME 93108000 HG COVER SHOWER HOLDER RAINSELECT CHROME,93108000 HG COVER,93108000 HG,Negotiable
SESOTEC INDIA PRIVATE LIMITED,S S INSPECTION INDIA PRIVATE LIMITED SHATRUNJAY APARTMENT SHOP NO 4 amp 5 A WING PLOT NO 22 S NO 120 SINHGAD ROAD PUNE MAH PIN 411030 ,India,74198090,12000191 TEST MINISTICK NONFE 1 500 MM BRASS COO GERMANY 12000191 TEST MINISTICK NONFE 1 500 MM BRASS COO GERMANY,12000191 TEST MINISTICK,12000191 TEST,Negotiable
KOHLER INDIA CORPORATION PRIVATE LIMITED,KOHLER INDIA CORPORATION PVT LTD 138 6 6TH A CROSS RMV EXTENSION SADASHIVANAGARBANGALORE KARNATAKA PIN 560080 ,India,74182010,73148 2MB COMPOSED VERTICAL TISSUE HOLDER 73148 2MB COMPOSED VERTICAL TISSUE HOLDER,73148 2MB COMPOSED,73148 2MB,Negotiable
EMUGE FRANKEN INDIA PRIVATE LIMITED,EMUGE INDIA PVT LTD GAT NO 92 amp 128 AT POST KONDHANPURTALUKA HAVELI PUNE M S PIN 412205 ,India,74112100,TUBE F315149 09 TUBE,TUBE F315149 09,TUBE F315149,Negotiable
ARHAN TECHNOLOGIES PRIVATE LIMITED,ARHAN TECHNOLOGIES PVT LTD PLOT NO 18 FINAL PLOT NO 106 HADAPSAR INDL T P SCHEME NO 11 PUNE MAHARASHTRA PIN 411013 ,India,74122019,KS V SERIES KS 2SV B HNBR PLUGS SOCKETS KS V SERIES KS 2SV B HNBR PLUGS SOCKETS ,KS V SERIES,KS V,Negotiable
HANSGROHE INDIA PRIVATE LIMITED,HANSGROHE INDIA PRIVATE LIMITED OFICE NO 601 604 6TH FLR LUNKAD SKYSTATION VIMAN NAGAR PUNE MAH PIN 411014 ,India,74182020,25986000 PH HG SHUT OFF UNIT WITH SELECTOR PHARO SHOWER PANEL COMFORT PLUS25986000 PH HG SHUT OFF UNIT WITH SELECTOR PHARO SHOWER PANE,25986000 PH HG,25986000 PH,Negotiable
SESOTEC INDIA PRIVATE LIMITED,S S INSPECTION INDIA PRIVATE LIMITED SHATRUNJAY APARTMENT SHOP NO 4 amp 5 A WING PLOT NO 22 S NO 120 SINHGAD ROAD PUNE MAH PIN 411030 ,India,74198090,12000534 TEST MINIDISK NONFE 0 2 MM BRASS COO GERMANY 12000534 TEST MINIDISK NONFE 0 2 MM BRASS COO GERMANY ,12000534 TEST MINIDISK,12000534 TEST,Negotiable
DELTA FAUCET COMPANY INDIA PRIVATE LIMITED,DELTA FAUCET COMPANY INDIA PRIVATE LIMITED NO 2 FRONTLINE GRANDEUR 14 WALTON ROAD BANGALORE PIN 560001 ,India,74182010,50102 BODY SPRAY ROUND SURFACE MOUNT BATHROOM FITTING 50102 BODY SPRAY ROUND SURFACE MOUNT BATHROOM FITTING ,50102 BODY SPRAY,50102 BODY,Negotiable
HANSGROHE INDIA PRIVATE LIMITED,HANSGROHE INDIA PRIVATE LIMITED OFICE NO 601 604 6TH FLR LUNKAD SKYSTATION VIMAN NAGAR PUNE MAH PIN 411014 ,India,74182020,56034000 HG RAINDRAIN ROCK LINEAR SHOWER DRAIN 1200 MM CUTTABLE AND TILEABLE56034000 HG RAINDRAIN ROCK LINEAR SHOWER DRAIN 1200 MM CUTTA,56034000 HG RAINDRAIN,56034000 HG,Negotiable
HANSGROHE INDIA PRIVATE LIMITED,HANSGROHE INDIA PRIVATE LIMITED OFICE NO 601 604 6TH FLR LUNKAD SKYSTATION VIMAN NAGAR PUNE MAH PIN 411014 ,India,74198090,69908211 IC THREADED NIPPLE OS OPP LP 69908211 IC THREADED NIPPLE OS OPP LP,69908211 IC THREADED,69908211 IC,Negotiable
OCTILLION POWER SYSTEMS INDIA PRIVATE LIMITED,OCTILLION POWER SYSTEMS INDIA PRIVATE LIMITEDPLOT NO 302 SECTOR 10 BHOSARI MID C ,India,74198090,Busbar copper bar 2 between modules 0 01 044195 V00 Busbar copper bar 2 between modules 0 01 044195 V00,Busbar copper bar,Busbar copper,Negotiable
HANSGROHE INDIA PRIVATE LIMITED,HANSGROHE INDIA PRIVATE LIMITED OFICE NO 601 604 6TH FLR LUNKAD SKYSTATION VIMAN NAGAR PUNE MAH PIN 411014 ,India,74182020,26035000 AX HG OVERHEAD SHOWER 350 1JET AXOR CHROME CEILING 26035000 AX HG OVERHEAD SHOWER 350 1JET AXOR CHROME CEILING,26035000 AX HG,26035000 AX,Negotiable
OIL AND NATURAL GAS CORPORATION LIMITED,OIL amp NATURAL GAS CORPORATION LTD JEEVAN BHARTI BUILDING TOWER II 124 CONNAUGHT CIRCUS NEW DELHI PIN 110001 ,India,74152900,SPARES FOR FISHING TOOL MANDREL NON EXTRUSION RING P NO 365 40MANDREL NON EXTRUSION RING,SPARES FOR FISHING,SPARES FOR,Negotiable
SHREEHARI ELECTROCHEM LLP,SHREEHARI ELECTROCHEM LLP9 134 WADI FALIYA KHANDWALA STREET NEAR BANK OF BARODA BHAGAL,India,74032100,COPPER ALLOY 74 5 CU 25 ZN 0 5 INDIUM 1PAG UNT1 COPPER ALLOY 74 5 CU 25 ZN 0 5 INDIUM 1PAG UNT1 ,COPPER ALLOY 74,COPPER ALLOY,Negotiable
MODERNIZING TRENDS PRIVATE LIMITED,MODERN SALES AGENCY INDIA PVT LTD 9 NAGDEVI CROSS LANE P B NO 3313 MUMBAI MAHARASHTRA PIN 400003 ,India,74122019,90 FIT 32x1MT GX SYSTEM GX127 G 1 M x 32 GX127Y066 90 FIT 32x1MT GX SYSTEM GX127 G 1 M x 32 GX127Y066,90 FIT 32x1MT,90 FIT,Negotiable
HANSGROHE INDIA PRIVATE LIMITED,HANSGROHE INDIA PRIVATE LIMITED OFICE NO 601 604 6TH FLR LUNKAD SKYSTATION VIMAN NAGAR PUNE MAH PIN 411014 ,India,74182020,26231700 HG HG OVERHEAD SHOWER RAINFINITY 360 1JET CEILING MATT WHITE26231700 HG HG OVERHEAD SHOWER RAINFINITY 360 1JET CEILING M,26231700 HG HG,26231700 HG,Negotiable
VOESTALPINE BOHLER WELDING INDIA PRIVATE LIMITED,VOESTALPINEBOHLER WELDING INDIA PVT LTD B 206UNIVERSAL BUSINESS PARK CHANDIVALI FARM RD OFF SAKI VIHAR ROADSAKI NAKAMUMBAI MAHARASHTRA PIN 400072 ,India,74081910,COPPER ALLOY WELDING WIRE PO4330001356 A 200 SM DIA 1 2 MM MINES CERT NO MIN202100554044 COPPER ALLOY WELD WIRE,COPPER ALLOY WELDING,COPPER ALLOY,Negotiable
MERCURE METALS AND ALLOYS PRIVATE LIMITED,MERCURE METALS AND ALLOYS PRIVATE LIMITED Address 306 A WING VERTEX VIKAS CHS LTD SIR M V ROAD ANDHERI EAST ,India,74111000,WROUGHT AND REFINED COPPER TUBE NON GROOVED AL O 12 70 X 0 36 WROUGHT AND REFINED COPPER TUBE NON GROOVED AL O 12 70 X 0 ,WROUGHT AND REFINED,WROUGHT AND,Negotiable
ATLBATTERY TECHNOLOGY INDIA PRIVATE LIMITED,ATLBATTERY TECHNOLOGY INDIA PRIVATE LIMITED Address Plot No 197 Sector 4 Phase II HSIID Industrial Growth Centre Bawal Cont,India,74198090,Red copper block PT 273 012 B741 Auxiliary Spare Parts for Setting up of LI Cell MFG unitRed copper block PT 273 012 B741 Auxiliary Spare Parts fo,Red copper block,Red copper,Negotiable
TERMINAL TECHNOLOGIES INDIA PVT LTD,TERMINAL TECHNOLOGIES I PVT LTD 305AKSHAR INDUSTRIAL ESTATERAM MANDIR ROADGOREGAON WEST MUMBAI MAHARASHTRA PIN 400104 ,India,74093100,PHOSPHOR BRONZE STRIP TP C5191R TP H T 0 250 X W 31 000X CPHOSPHOR BRONZE STRIP TP C5191R TP H T 0 250 X W 31 000,PHOSPHOR BRONZE STRIP,PHOSPHOR BRONZE,Negotiable
TERMINAL TECHNOLOGIES INDIA PVT LTD,TERMINAL TECHNOLOGIES I PVT LTD 305AKSHAR INDUSTRIAL ESTATERAM MANDIR ROADGOREGAON WEST MUMBAI MAHARASHTRA PIN 400104 ,India,74091100,COPPER STRIP C1100R TP 1 2H T 0 800 MM X W 160 000 MM XCCOPPER STRIP C1100R TP 1 2H T 0 800 MM X W 160 000 MM X,COPPER STRIP C1100R,COPPER STRIP,Negotiable
SUPA FLEX PRIVATE LIMITED,SUPA FLEX PRIVATE LIMITEDWZ 71 C 1 MUKHERJEE PARK TILAK NA GAR ,India,74122090,CONDUIT FERRULE FERRULE FOR JSB 20 CONDUIT FERRULE FERRULE FOR JSB 20 ,CONDUIT FERRULE FERRULE,CONDUIT FERRULE,Negotiable
ENDRESS HAUSER FLOWTEC INDIA PRIVATE LIMITED,ENDRESS HAUSER FLOWTEC INDIA PVT LTD PLOT NO M 171 TO M 176 MIDC WALUJ INDUSTRIAL AREA AURANGABAD PIN 431136 ,India,74122090,50095101 EXTENSION M20X1 5 NPT1 2 W O HNBR MS PARTS AND ACCESSORIES FOR FLOWMETERS 50095101 EXTENSION M20X1 5 NPT1 2 W O HNBR MS PARTS AND AC,50095101 EXTENSION M20X1,50095101 EXTENSION,Negotiable
KOHLER INDIA CORPORATION PRIVATE LIMITED,KOHLER INDIA CORPORATION PVT LTD 138 6 6TH A CROSS RMV EXTENSION SADASHIVANAGARBANGALORE KARNATAKA PIN 560080 ,India,74182020,FLOOR DRAIN BODY 1222097 CP BATHROOM ACCESSORIES FLOOR DRAIN BODY 1222097 CP BATHROOM ACCESSORIES ,FLOOR DRAIN BODY,FLOOR DRAIN,Negotiable
SHREEHARI ELECTROCHEM LLP,SHREEHARI ELECTROCHEM LLP9 134 WADI FALIYA KHANDWALA STREET NEAR BANK OF BARODA BHAGAL,India,74032100,COPPER ALLOY 71 CU 27 ZN 2 SI 1PAG UNT1R COPPER ALLOY 71 CU 27 ZN 2 SI 1PAG UNT1R ,COPPER ALLOY 71,COPPER ALLOY,Negotiable
TOTO INDIA INDUSTRIES PRIVATE LIMITED,TOTO INDIA INDUSTRIES PVT LTD UNIT 101 1ST FLR KAMLA EXECUTIVEPARK OFF ANDHERI KURLA ROAD MIDCLANE ANDHERI EAST MUMBAI PIN 400059 ,India,74182010,TBW02013B BFG L SHOWER SHOWER ELBOW CTP TOTO SANITARYWARE FITTINGS 16 PCSTBW02013B BFG L SHOWER SHOWER ELBOW CTP TOTO SANITARYWAR,TBW02013B BFG L,TBW02013B BFG,Negotiable
BLG ELECTRONICS LIMITED,BLG ELECTRONICS LTD 9 RABINDRA SARANI 3RD FLOOR CALCUTTA WEST BENGAL PIN 700073 ,India,74091900,GLASS EPOXY COPPER CLAD LAMINATE A3 GRADE 1 5MM 8 PLY FR 41 50MM 70 70 A3 UV 37 49 WITH LOGO 250SHEETS GLASS EPOXY COPPER CLAD LAMINATE A3 GRADE 1 5MM 8 PLY FR 4,GLASS EPOXY COPPER,GLASS EPOXY,Negotiable
BILLETS ELEKTRO WERKE PRIVATE LIMITED,BILLETS ELEKTRO WERKE PVT LTD 2ND FLOORJAGAT SADGURU INDUL EST OFF AAREY ROADGOREGAON E MUMBAI MAHARASHTRA PIN 400063 ,India,74091900,COPPER STRIP C1100 1 2H 0 8mm 20mm MINS REG NO MIN202100554900 DATE 31 03 2025COPPER STRIP C1100 1 2H,COPPER STRIP C1100,COPPER STRIP,Negotiable
L G ELECTRONICS INDIA LIMITED,LG ELECTRONICS INDIA PVT LTD A WING 3RD FLOOR D 3 DISTRICT CENTRE SAKET NEW DELHI PIN 110017 ,India,74099000,SHEET COPPER RAA34445404 NFMIMS NO MIN202100538018 DT 18 02 2025 SHEET COPPER RAA34445404 NFMIMS NO MIN202100538018 DT 18,SHEET COPPER RAA34445404,SHEET COPPER,Negotiable
VIVONO DESIGNS PRIVATE LIMITED,VIVONO DESIGNS PRIVATE LIMITED301 BASANT NIWAS MALVIYA ROAD VI LE PARLE EAST ,India,74181039,SET OF 5 COPPER JARS SET OF 5 COPPER JARS,SET OF 5,SET OF,Negotiable
ALFA LAVAL INDIA PRIVATE LIMITED,ALFA LAVAL INDIA LTD MUMBAI PUNE RD DAPODI PUNE MAHARASHTRA PIN 411012 ,India,74198090,LOCK RING ANELLO LIVELLO OTTONE DWG 561000 01 REV 3 ARTICLE CODE 3000OT035610001 P O NO 3305290 DT 23 10 2024LOCK RING,LOCK RING ANELLO,LOCK RING,Negotiable
HANSGROHE INDIA PRIVATE LIMITED,HANSGROHE INDIA PRIVATE LIMITED OFICE NO 601 604 6TH FLR LUNKAD SKYSTATION VIMAN NAGAR PUNE MAH PIN 411014 ,India,74182020,48492310 AX HG OVERHEAD SHOWER AXOR ONE 280 2JET WITH SHOWERARM BRG48492310 AX HG OVERHEAD SHOWER AXOR ONE 280 2JET WITH SHOWER,48492310 AX HG,48492310 AX,Negotiable
KOHLER INDIA CORPORATION PRIVATE LIMITED,KOHLER INDIA CORPORATION PVT LTD 138 6 6TH A CROSS RMV EXTENSION SADASHIVANAGARBANGALORE KARNATAKA PIN 560080 ,India,74182020,7397 CP SHOWER ARM FLANGE 7397 CP SHOWER ARM FLANGE,7397 CP SHOWER,7397 CP,Negotiable
B RAMESHKUMAR METALS PRIVATE LIMITED,B RAMESHKUMAR METALS PRIVATE LIMITED 127 KIKA STREET5 GULALWADI MUMBAI MAHARASHTRA PIN 400004 ,India,74092100,BRASS STRIPS BARE 0 790 0 700 1 500 2 000 X 610 000 XC DMIN202100555066BRASS STRIPS,BRASS STRIPS BARE,BRASS STRIPS,Negotiable
EPITOME COMPONENTS PRIVATE LIMITED,EPITOME COMPONENTS LTD G 17 M I D C AHMEDNAGAR MAHARASHTRA PIN 414111 ,India,74102100,COMPOSITE COPPER CLAD LAMINATE CEM 1 1 6MM 70 0 1030MM 1230MM YELLOW COLOR 502FY FOR PCB MANUFACTRUING 230 SHEETCOMPOSITE COPPER CLAD LAMINATE CEM 1 1 6MM 70 0 1030MM1230M,COMPOSITE COPPER CLAD,COMPOSITE COPPER,Negotiable
JANYA EXTRUSIONS PRIVATE LIMITED,JANYA EXTRUSIONS PVT LTD 7 A SUNBEAM APT 1ST FLR316 320 R R MOHANROY ROAD OPP HINDUJA COLLEGEMUMBAI MAHARASHTRA PIN 400004 ,India,74121000,COPPER FITTING 90 Degree Elbow CxC SIZE mm 28 COPPER FITTING 90 Degree Elbow CxC SIZE mm 28 ,COPPER FITTING 90,COPPER FITTING,Negotiable
RAYZON SOLAR PRIVATE LIMITED,RAYZON SOLAR PRIVATE LIMITED Address PLOT NO A 25 MATRUCHHAYA SOC NANA VARACHHA,India,74093100,TINNED COPPER INTERCONNECT BUSBAR COPPER SIZE 0 35MMX5 0MM FINAL SIZE 0 4X5 0 USE FOR MFG OF SOLAR PV MODULETINNED COPPER INTERCONNECT BUSBAR COPPER SIZE 0 35MMX5 0MM ,TINNED COPPER INTERCONNECT,TINNED COPPER,Negotiable
HANSGROHE INDIA PRIVATE LIMITED,HANSGROHE INDIA PRIVATE LIMITED OFICE NO 601 604 6TH FLR LUNKAD SKYSTATION VIMAN NAGAR PUNE MAH PIN 411014 ,India,74182020,26250670 HG OVERHEAD SHOWER RAINDANCE E 300 1JET CEILING MATT BLACK26250670 HG OVERHEAD SHOWER RAINDANCE E 300 1JET CEILING MAT,26250670 HG OVERHEAD,26250670 HG,Negotiable
HYOSUNG T D INDIA PRIVATE LIMITED,HYOSUNG T D INDIA PRIVATE LIMITED Address PLOT NO IP 11 KHED CITY VILLAGE NI MGAON KHED TALUKA PUNE,India,74198090,SPRING EXTENSION 10002189 PARTS OF GIS GAS INSULATED SWITCHGEAR SPRING EXTENSION 10002189 PARTS OF GIS GAS INSULATED SWITCHG,SPRING EXTENSION 10002189,SPRING EXTENSION,Negotiable
JYOTI SALES CORPORATION,JYOTI SALES CORPORATION 28 BIBI JAN STREET GROUND FLOOR MUMBAI MAHARASHTRA PIN 400003 ,India,74122019,PNEUMATIC FITTING MPC 0801 MADE OF BRASS NFMIMS R NO MIN202100544196 DT 16 03 2025PNEUMATIC FITTING MPC 0801 MADE OF BRASS NFMIMS R NO MIN,PNEUMATIC FITTING MPC,PNEUMATIC FITTING,Negotiable
KOHLER INDIA CORPORATION PRIVATE LIMITED,KOHLER INDIA CORPORATION PVT LTD 138 6 6TH A CROSS RMV EXTENSION SADASHIVANAGARBANGALORE KARNATAKA PIN 560080 ,India,74182020,1350416 BL DIVERTER VALVE NUT 1350416 BL DIVERTER VALVE NUT,1350416 BL DIVERTER,1350416 BL,Negotiable
AVAADA ELECTRO PRIVATE LIMITED,AVAADA ELECTRO PRIVATE LIMITEDC 11   SECTOR 65   NOIDA  GAUTAM BUDDHA NAGAR   UTTAR PRADESH   201301 ,India,74091100,SOLAR CU MIDDLE BUSBAR 0 35X6MM PC200C CHINA SOLAR CU MIDDLE BUSBAR 0 35X6MM PC200C CHINA,SOLAR CU MIDDLE,SOLAR CU,Negotiable
